N,b_directa,b_telescopica,b_referencia,error_b_directa,error_b_telescopica,c_racionalizada,c_sustractiva,diferencia_c
1640,0.9993906154783676,0.9993906154783674,0.9993906154783668,7.776299929188521e-16,5.554499949420371e-16,3.880970758020788,3.8809707580211574,3.694822225952521e-13
1650,0.9993943064809213,0.9993943064809211,0.9993943064809206,6.66537532238594e-16,4.443583548257294e-16,3.8840093570927547,3.8840093570931,3.4505731605349865e-13
1660,0.9993979530403377,0.9993979530403375,0.9993979530403372,5.554459168380677e-16,3.3326755010284063e-16,3.8870296014871912,3.88702960148762,4.285460875053104e-13
1670,0.9994015559545188,0.9994015559545186,0.9994015559545183,5.554439144157595e-16,3.3326634864945564e-16,3.8900317116164316,3.890031711616893,4.614086890342151e-13
1680,0.9994051160023804,0.9994051160023801,0.9994051160023796,7.776187101645367e-16,5.55441935831812e-16,3.893015903946264,3.8930159039467975,5.333511410299252e-13
1690,0.9994086339444124,0.9994086339444122,0.9994086339444116,7.776159729282827e-16,5.554399806630591e-16,3.8959823910895817,3.895982391090137,5.555556015224283e-13
1700,0.9994121105232223,0.9994121105232221,0.9994121105232217,6.665256581955498e-16,4.443504387970332e-16,3.8989313818972864,3.898931381898046,7.593925488436071e-13
1710,0.9994155464640567,0.9994155464640565,0.9994155464640561,6.665233667135589e-16,4.443489111423727e-16,3.901863081546521,3.9018630815468436,3.2240876635114546e-13
1720,0.9994189424753056,0.9994189424753054,0.999418942475305,5.554342515639228e-16,3.3326055093835366e-16,3.90477769162633,3.9047776916269408,6.106226635438361e-13
1730,0.9994222992489895,0.9994222992489893,0.9994222992489891,4.443459088152939e-16,2.2217295440764694e-16,3.9076754102208398,3.907675410221736,8.961720254774264e-13
1740,0.9994256174612296,0.9994256174612294,0.9994256174612292,4.443444335338845e-16,2.2217221676694224e-16,3.9105564319900403,3.910556431990835,7.94475596421762e-13
1750,0.9994288977727017,0.9994288977727015,0.9994288977727013,4.443429751128341e-16,2.2217148755641706e-16,3.9134209482482554,3.913420948248949,6.936673457857978e-13
1760,0.9994321408290748,0.9994321408290746,0.9994321408290744,4.443415332647501e-16,2.2217076663237506e-16,3.916269147040376,3.916269147041157,7.807088309164101e-13
1770,0.9994353472614347,0.9994353472614345,0.9994353472614342,4.44340107708735e-16,2.221700538543675e-16,3.9191012132159346,3.9191012132170266,1.092015367021304e-12
1780,0.9994385176866933,0.9994385176866931,0.9994385176866929,4.443386981702031e-16,2.2216934908510154e-16,3.9219173285010926,3.921917328502013,9.201528428093297e-13
1790,0.9994416527079849,0.9994416527079847,0.9994416527079844,5.554216304758814e-16,3.3325297828552885e-16,3.924717671568617,3.9247176715695327,9.157119507108291e-13
1800,0.9994447529150478,0.9994447529150475,0.9994447529150472,5.554199075971964e-16,3.332519445583178e-16,3.9275024181058997,3.927502418106905,1.0054179711005418e-12
1810,0.9994478188845947,0.9994478188845944,0.9994478188845941,5.55418203755845e-16,3.332509222535069e-16,3.930271740881103,3.930271740882426,1.3229417561433365e-12
1820,0.9994508511806707,0.9994508511806705,0.99945085118067,6.664998223656297e-16,4.443332149104198e-16,3.9330258098074724,3.9330258098088047,1.3322676295501878e-12
1830,0.9994538503549979,0.9994538503549977,0.9994538503549972,6.664978223241513e-16,4.443318815494343e-16,3.9357647920059,3.9357647920068297,9.299228054260311e-13
1840,0.9994568169473119,0.9994568169473117,0.9994568169473113,6.664958440222543e-16,4.443305626815029e-16,3.9384888518657717,3.938488851866759,9.872103134966892e-13
1850,0.999459751485684,0.9994597514856838,0.9994597514856834,5.55411572589504e-16,3.3324694355370237e-16,3.941198151104176,3.941198151105163,9.872103134966892e-13
1860,0.9994626544868357,0.9994626544868355,0.999462654486835,6.664919512346504e-16,4.443279674897669e-16,3.9438928488235097,3.9438928488242704,7.607248164731573e-13
1870,0.9994655264564409,0.9994655264564407,0.9994655264564404,5.554083633886813e-16,3.3324501803320874e-16,3.9465731015675463,3.9465731015683554,8.091305403468141e-13
1880,0.9994683678894212,0.999468367889421,0.9994683678894205,6.664881412723148e-16,4.443254275148765e-16,3.9492390633760004,3.949239063376944,9.43689570931383e-13
1890,0.9994711792702282,0.999471179270228,0.9994711792702274,7.775673109504336e-16,5.554052221074526e-16,3.9518908858376567,3.9518908858387016,1.0449419107771973e-12
1900,0.9994739610731201,0.9994739610731199,0.9994739610731194,7.775651467729978e-16,5.55403676266427e-16,3.9545287181420865,3.9545287181432736,1.1870504579292174e-12
1910,0.9994767137624289,0.9994767137624286,0.9994767137624281,7.775630052571057e-16,5.554021466122183e-16,3.9571527071300174,3.9571527071315353,1.517896919267514e-12
1920,0.9994794377928169,0.9994794377928167,0.9994794377928162,6.664807594702893e-16,4.443205063135262e-16,3.9597629973423776,3.9597629973442503,1.872724197937714e-12
1930,0.9994821336095295,0.9994821336095293,0.9994821336095288,7.775587888009451e-16,5.553991348578179e-16,3.9623597310680774,3.962359731069818,1.7408297026122455e-12
1940,0.9994848016486357,0.9994848016486355,0.9994848016486347,9.997157740812813e-16,7.7755671317433e-16,3.9649430483905457,3.9649430483924784,1.9326762412674725e-12
1950,0.9994874423372642,0.9994874423372639,0.9994874423372629,1.221871606742589e-15,9.99713132789391e-16,3.9675130872330815,3.9675130872348285,1.7470469515501463e-12
1960,0.9994900560938308,0.9994900560938306,0.9994900560938297,1.110789464943843e-15,8.886315719550743e-16,3.970069983403034,3.970069983404664,1.6298074001497298e-12
1970,0.9994926433282608,0.9994926433282606,0.9994926433282597,1.110786589612276e-15,8.886292716898209e-16,3.9726138706348704,3.9726138706363594,1.48903112062726e-12
1980,0.999495204442202,0.9994952044422017,0.9994952044422009,1.1107837433244622e-15,8.886269946595698e-16,3.9751448806321426,3.9751448806331604,1.0178524689763435e-12
1990,0.9994977398292325,0.9994977398292323,0.9994977398292315,9.997028330783005e-16,7.775466479497893e-16,3.977663143108409,3.9776631431097025,1.2936318682932324e-12
2000,0.9995002498750635,0.9995002498750633,0.9995002498750625,9.997003225237222e-16,7.775446952962284e-16,3.9801687858271193,3.980168785828618,1.4988010832439613e-12
2010,0.9995027349577335,0.9995027349577332,0.9995027349577325,9.996978369497865e-16,7.775427620720562e-16,3.9826619346405123,3.9826619346416914,1.1790568521519162e-12
2020,0.999505195447799,0.9995051954477988,0.9995051954477981,8.886181119871055e-16,6.664635839903291e-16,3.985142713527547,3.985142713528739,1.191935439237568e-12
2030,0.999507631708519,0.9995076317085188,0.999507631708518,9.996929392671545e-16,7.775389527633424e-16,3.9876112446308922,3.987611244632398,1.5059065106015623e-12
2040,0.9995100440960324,0.9995100440960322,0.9995100440960314,9.996905264382108e-16,7.775370761186084e-16,3.990067648293021,3.990067648294734,1.7132961716015416e-12
2050,0.999512432959533,0.9995124329595327,0.999512432959532,9.996881371490616e-16,7.775352177826035e-16,3.992512043091407,3.9925120430933925,1.98552285723963e-12
2060,0.9995147986414372,0.999514798641437,0.9995147986414362,9.996857710568946e-16,7.775333774886957e-16,3.994944545872874,3.9949445458741133,1.2394529846915248e-12
2070,0.9995171414775481,0.9995171414775479,0.9995171414775471,9.996834278255214e-16,7.775315549754055e-16,3.9973652717871104,3.9973652717884756,1.3651302310790925e-12
2080,0.999519461797214,0.9995194617972137,0.9995194617972128,1.110756785694688e-15,8.886054285557504e-16,3.99977433431938,3.999774334320045,6.648015471455437e-13
2090,0.9995217599234827,0.9995217599234825,0.9995217599234816,1.1107542318139724e-15,8.88603385451178e-16,4.002171845322443,4.002171845323027,5.844214001626824e-13
2100,0.999524036173252,0.9995240361732518,0.9995240361732508,1.2218268724815234e-15,9.996765320303374e-16,4.004557915047721,4.004557915048189,4.68070027181966e-13
2110,0.9995262908574148,0.9995262908574146,0.9995262908574135,1.3328990360096903e-15,1.110749196674742e-15,4.006932652175719,4.00693265217651,7.913669719528116e-13
2120,0.9995285242810008,0.9995285242810006,0.9995285242809995,1.3328960576773343e-15,1.1107467147311118e-15,4.009296163845723,4.0092961638460105,2.877698079828406e-13
2130,0.9995307367433143,0.999530736743314,0.999530736743313,1.2218186817013283e-15,9.99669830482905e-16,4.011648555684815,4.011648555684951,1.3589129821411916e-13
2140,0.9995329285380675,0.9995329285380673,0.9995329285380663,1.2218160024741618e-15,9.996676383879505e-16,4.01398993183619,4.013989931835476,7.140954494389007e-13
2150,0.9995350999535112,0.999535099953511,0.99953509995351,1.2218133481700386e-15,9.99665466684577e-16,4.016320394986827,4.0163203949863595,4.671818487622659e-13
2160,0.99953725127256,0.9995372512725598,0.999537251272559,9.99663315089568e-16,7.775159117363307e-16,4.018640046394504,4.018640046393011,1.4930279235159105e-12
2170,0.9995393827729165,0.9995393827729163,0.9995393827729157,8.88587718511047e-16,6.664407888832852e-16,4.020948985914207,4.020948985912491,1.715960706860642e-12
2180,0.9995414947271902,0.99954149472719,0.9995414947271893,8.885858409935656e-16,6.664393807451742e-16,4.023247312023919,4.023247312022158,1.7612578062653483e-12
2190,0.9995435874030131,0.9995435874030129,0.9995435874030123,7.775109830445675e-16,5.553649878889768e-16,4.025535121849823,4.025535121848315,1.5081269566508126e-12
2200,0.9995456610631539,0.9995456610631537,0.9995456610631531,7.775093700181721e-16,5.553638357272658e-16,4.0278125111909295,4.027812511189404,1.5258905250448151e-12
2210,0.9995477159656272,0.999547715965627,0.9995477159656264,7.775077715893008e-16,5.553626939923577e-16,4.030079574543147,4.030079574541923,1.2239098623467726e-12
2220,0.9995497523638008,0.9995497523638006,0.9995497523638001,7.775061875606896e-16,5.553615625433497e-16,4.032336405122813,4.03233640512135,1.4637180356658064e-12
2230,0.9995517705064999,0.9995517705064997,0.9995517705064993,5.553604412418664e-16,3.3321626474511983e-16,4.034583094889688,4.034583094888057,1.63069557856943e-12
2240,0.9995537706381086,0.9995537706381084,0.999553770638108,5.553593299520035e-16,3.332155979712021e-16,4.036819734569441,4.036819734568234,1.2070344723724702e-12
2250,0.999555752998668,0.9995557529986677,0.9995557529986673,6.664298742483273e-16,4.442865828322182e-16,4.039046413675633,4.039046413673895,1.738165167353145e-12
2260,0.9995577178239724,0.9995577178239722,0.9995577178239717,6.664285642506581e-16,4.442857095004387e-16,4.041263220531216,4.041263220528799,2.417621658423741e-12
2270,0.9995596653456633,0.9995596653456631,0.9995596653456627,6.664272657948186e-16,4.442848438632125e-16,4.043470242289551,4.043470242287548,2.0028423364237824e-12
2280,0.9995615957913203,0.9995615957913201,0.9995615957913196,6.664259787289426e-16,4.442839858192951e-16,4.04566756495497,4.045667564953328,1.6422418980255316e-12
2290,0.9995635093845491,0.9995635093845489,0.9995635093845482,8.885662705384223e-16,6.664247029038167e-16,4.047855273402884,4.0478552734006366,2.247091401841317e-12
2300,0.9995654063450682,0.999565406345068,0.9995654063450674,7.774940112016259e-16,5.553528651440185e-16,4.050033451399455,4.050033451396666,2.7888802378583932e-12
2310,0.9995672868887935,0.9995672868887933,0.9995672868887927,7.774925484571929e-16,5.553518203265664e-16,4.0522021816208476,4.052202181617667,3.1805669209461485e-12
2320,0.9995691512279198,0.9995691512279196,0.999569151227919,7.774910983226258e-16,5.553507845161612e-16,4.054361545672052,4.054361545668962,3.0899727221367357e-12
2330,0.9995709995710003,0.999570999571,0.9995709995709996,6.664197091161991e-16,4.442798060774661e-16,4.056511624105307,4.056511624102222,3.085531830038235e-12
2340,0.9995728321230251,0.9995728321230248,0.9995728321230244,6.664184873455106e-16,4.442789915636738e-16,4.05865249643814,4.058652496435024,3.1157298963080393e-12
2350,0.9995746490854963,0.9995746490854961,0.9995746490854955,7.77486821968349e-16,5.553477299773921e-16,4.060784241171004,4.060784241167675,3.3288927170360694e-12
2360,0.9995764506565022,0.999576450656502,0.9995764506565015,7.774854206771171e-16,5.553467290550836e-16,4.062906935804553,4.062906935800947,3.6060043839825084e-12
2370,0.9995782370307894,0.9995782370307892,0.9995782370307887,6.664148838952522e-16,4.442765892635014e-16,4.065020656856552,4.065020656851993,4.559019828320743e-12
2380,0.9995800083998327,0.9995800083998325,0.999580008399832,7.774826534213229e-16,5.55344752443802e-16,4.0671254798784195,4.067125479873902,4.517275442594837e-12
2390,0.9995817649519037,0.9995817649519034,0.999581764951903,6.664125318524057e-16,4.442750212349371e-16,4.069221479471436,4.0692214794670685,4.367173289665516e-12
2400,0.9995835068721373,0.999583506872137,0.9995835068721366,6.664113705312503e-16,4.442742470208335e-16,4.071308729302609,4.071308729298289,4.320099833421409e-12
2410,0.9995852343425972,0.9995852343425969,0.9995852343425964,7.774785886555505e-16,5.553418490396789e-16,4.073387302120212,4.073387302116225,3.987032926033862e-12
2420,0.9995869475423387,0.9995869475423385,0.9995869475423379,7.7747725612903e-16,5.553408972350214e-16,4.075457269768989,4.075457269764592,4.39648317751562e-12
2430,0.9995886466474712,0.9995886466474709,0.9995886466474702,9.99611915875465e-16,7.7747593456980615e-16,4.077518703205068,4.077518703201712,3.355538069627073e-12
2440,0.9995903318312177,0.9995903318312175,0.9995903318312167,9.996102306553305e-16,7.774746238430348e-16,4.0795716725105455,4.079571672507336,3.2098768087962526e-12
2450,0.9995920032639749,0.9995920032639747,0.9995920032639739,9.99608559192095e-16,7.774733238160739e-16,4.081616246907786,4.081616246904468,3.318234575999668e-12
2460,0.9995936611133693,0.9995936611133691,0.9995936611133686,7.774720343584379e-16,5.553371673988842e-16,4.083652494773428,4.08365249476983,3.5980107782052073e-12
2470,0.9995953055443149,0.9995953055443146,0.9995953055443141,7.774707553417543e-16,5.553362538155388e-16,4.085680483652107,4.085680483648866,3.240963053485757e-12
2480,0.9995969367190656,0.9995969367190654,0.9995969367190649,6.664024171197613e-16,4.442682780798409e-16,4.087700280269889,4.087700280267563,2.326139281194628e-12
2490,0.9995985547972708,0.9995985547972706,0.9995985547972702,5.553344486629046e-16,3.3320066919774276e-16,4.0897119505474615,4.089711950545188,2.2737367544323206e-12
2500,0.9996001599360261,0.9996001599360259,0.9996001599360256,5.553335569175033e-16,3.3320013415050197e-16,4.091715559613026,4.091715559611111,1.91491267287347e-12
2510,0.9996017522899249,0.9996017522899246,0.9996017522899243,5.553326722776431e-16,3.3319960336658584e-16,4.09371117181496,4.093711171812992,1.9682033780554775e-12
2520,0.9996033320111073,0.9996033320111071,0.9996033320111067,5.55331794658734e-16,3.3319907679524043e-16,4.095698850734216,4.095698850731787,2.4291679778798425e-12
2530,0.9996048992493093,0.9996048992493091,0.9996048992493086,6.663971087730287e-16,4.442647391820192e-16,4.097678659196469,4.097678659194025,2.4442670110147446e-12
2540,0.9996064541519095,0.9996064541519093,0.9996064541519087,7.774620842129e-16,5.553300601520714e-16,4.0996506592840465,4.099650659282724,1.3224976669334865e-12
2550,0.9996079968639757,0.9996079968639755,0.999607996863975,7.774608843424087e-16,5.553292031017205e-16,4.101614912347595,4.101614912346485,1.1102230246251565e-12
2560,0.99960952752831,0.9996095275283098,0.9996095275283092,7.774596938459055e-16,5.553283527470754e-16,4.103571479017539,4.1035714790167725,7.664979762012081e-13
2570,0.9996110462854927,0.9996110462854925,0.999611046285492,6.663930108119714e-16,4.442620072079809e-16,4.105520419215312,4.10552041921519,1.2168044349891716e-13
2580,0.9996125532739254,0.9996125532739252,0.9996125532739248,5.553266718134746e-16,3.3319600308808476e-16,4.107461792164364,4.107461792164849,4.849454171562684e-13
2590,0.9996140486298731,0.9996140486298729,0.9996140486298727,4.442606728654487e-16,2.2213033643272436e-16,4.109395656400964,4.109395656401738,7.744915819785092e-13
2600,0.9996155324875053,0.9996155324875051,0.9996155324875048,5.553250167403908e-16,3.3319501004423447e-16,4.1113220697847845,4.111322069785637,8.526512829121202e-13
2610,0.9996170049789356,0.9996170049789354,0.9996170049789352,3.331945192294579e-16,1.1106483974315265e-16,4.113241089509296,4.11324108951012,8.233413950620161e-13
2620,0.999618466234262,0.9996184662342618,0.9996184662342618,2.2212935477423934e-16,0.0,4.115152772111952,4.11515277211256,6.075140390748857e-13
2630,0.9996199163816042,0.999619916381604,0.999619916381604,2.2212903253146667e-16,0.0,4.1170571734841825,4.117057173485045,8.624212455288216e-13
2640,0.9996213555471416,0.9996213555471414,0.9996213555471413,3.331930690948907e-16,1.1106435636496356e-16,4.118954348881199,4.118954348882107,9.07718344933528e-13
2650,0.9996227838551494,0.9996227838551491,0.999622783855149,3.331925930129762e-16,1.1106419767099207e-16,4.120844352931618,4.12084435293209,4.716227408607665e-13
2660,0.9996242014280348,0.9996242014280345,0.9996242014280345,2.221280803404167e-16,0.0,4.122727239646895,4.1227272396476105,7.158718062783009e-13
2670,0.9996256083863723,0.999625608386372,0.9996256083863722,1.1106388384920573e-16,1.1106388384920573e-16,4.124603062430588,4.124603062431015,4.263256414560601e-13
2680,0.999627004848937,0.9996270048489367,0.999627004848937,0.0,2.2212745738955557e-16,4.126471874087448,4.1264718740875646,1.163513729807164e-13
2690,0.9996283909327388,0.9996283909327386,0.9996283909327388,0.0,2.221271493878287e-16,4.128333726832335,4.128333726832261,7.460698725481052e-14
2700,0.9996297667530543,0.999629766753054,0.9996297667530544,1.1106342183379807e-16,3.331902655013942e-16,4.130188672298969,4.130188672298936,3.2862601528904634e-14
2710,0.9996311324234599,0.9996311324234597,0.99963113242346,1.110632701018007e-16,3.331898103054021e-16,4.132036761548531,4.132036761548897,3.659295089164516e-13
2720,0.9996324880558619,0.9996324880558617,0.9996324880558618,1.1106311948547983e-16,1.1106311948547983e-16,4.1338780450780925,4.133878045078654,5.613287612504791e-13
2730,0.9996338337605273,0.9996338337605271,0.9996338337605273,0.0,2.2212593994515037e-16,4.135712572828885,4.13571257282856,3.241851231905457e-13
2740,0.9996351696461145,0.9996351696461143,0.9996351696461145,0.0,2.2212564310201123e-16,4.137540394194443,4.137540394194638,1.9539925233402755e-13
2750,0.9996364958197019,0.9996364958197017,0.9996364958197019,0.0,2.221253484177313e-16,4.139361558028578,4.139361558029031,4.5297099404706387e-13
2760,0.9996378123868163,0.999637812386816,0.9996378123868164,1.1106252793442236e-16,3.331875838032671e-16,4.141176112653211,4.141176112653192,1.865174681370263e-14
2770,0.9996391194514616,0.9996391194514613,0.9996391194514616,0.0,2.2212476543222446e-16,4.142984105866064,4.1429841058665255,4.618527782440651e-13
2780,0.9996404171161453,0.999640417116145,0.9996404171161453,0.0,2.221244770850763e-16,4.14478558494822,4.144785584948658,4.3787196091216174e-13
2790,0.9996417054819062,0.999641705481906,0.9996417054819061,1.1106209540246637e-16,1.1106209540246637e-16,4.146580596671539,4.146580596672174,6.350475700855895e-13
2800,0.9996429846483401,0.9996429846483399,0.9996429846483399,2.221239065696474e-16,0.0,4.1483691873059465,4.148369187306707,7.602807272633072e-13
2810,0.9996442547136252,0.999644254713625,0.9996442547136251,1.1106181217869448e-16,1.1106181217869448e-16,4.150151402626589,4.150151402627579,9.903189379656396e-13
2820,0.9996455157745483,0.9996455157745481,0.9996455157745481,2.221233441466359e-16,0.0,4.151927287920862,4.151927287922626,1.7639223415244487e-12
2830,0.999646767926528,0.9996467679265277,0.9996467679265277,2.221230659161709e-16,0.0,4.153696887995318,4.153696887997193,1.8749446439869644e-12
2840,0.9996480112636397,0.9996480112636394,0.9996480112636396,1.1106139482253767e-16,1.1106139482253767e-16,4.155460247182444,4.155460247184146,1.70174985214544e-12
2850,0.9996492458786392,0.999649245878639,0.9996492458786391,1.1106125765636214e-16,1.1106125765636214e-16,4.157217409347332,4.157217409348413,1.0809131367750524e-12
2860,0.9996504718629853,0.9996504718629851,0.999650471862985,3.33183364348172e-16,1.1106112144939065e-16,4.158968417894222,4.15896841789472,4.982680934517703e-13
2870,0.9996516893068621,0.9996516893068619,0.9996516893068618,3.3318295857479e-16,1.1106098619159665e-16,4.160713315772941,4.160713315773045,1.0480505352461478e-13
2880,0.9996528982992021,0.9996528982992019,0.9996528982992017,4.442434074923717e-16,2.2212170374618584e-16,4.162452145485216,4.16245214548544,2.2382096176443156e-13
2890,0.9996540989277071,0.9996540989277068,0.9996540989277066,4.44242873936516e-16,2.22121436968258e-16,4.164184949090889,4.164184949091486,5.968558980384842e-13
2900,0.9996552912788698,0.9996552912788695,0.9996552912788693,4.442423440603558e-16,2.221211720301779e-16,4.165911768214025,4.165911768214209,1.8385293287792592e-13
2910,0.9996564754379943,0.9996564754379941,0.9996564754379939,4.442418178259561e-16,2.2212090891297805e-16,4.16763264404891,4.167632644048717,1.936228954946273e-13
2920,0.9996576514892165,0.9996576514892163,0.999657651489216,4.442412951959016e-16,2.221206475979508e-16,4.169347617365944,4.169347617365838,1.0658141036401503e-13
2930,0.9996588195155242,0.9996588195155239,0.9996588195155237,4.442407761332879e-16,2.2212038806664394e-16,4.1710567285174385,4.171056728516668,7.700506898800086e-13
2940,0.9996599795987765,0.9996599795987763,0.999659979598776,5.553003257521403e-16,3.3318019545128424e-16,4.172760017443314,4.172760017443033,2.8066438062523957e-13
2950,0.9996611318197227,0.9996611318197225,0.9996611318197222,5.552996857065825e-16,3.331798114239495e-16,4.174457523676702,4.174457523675664,1.0382805726294464e-12
2960,0.9996622762580214,0.9996622762580212,0.999662276258021,4.442392399885255e-16,2.2211961999426273e-16,4.176149286349447,4.176149286348299,1.1475265182525618e-12
2970,0.9996634129922591,0.9996634129922589,0.9996634129922585,6.663581022548162e-16,4.442387348365441e-16,4.17783534419752,4.1778353441963185,1.2017054018542694e-12
2980,0.999664542099967,0.9996645420999668,0.9996645420999665,5.552977913435556e-16,3.331786748061334e-16,4.179515735566348,4.179515735565382,9.654499422140361e-13
2990,0.9996656636576402,0.99966566365764,0.9996656636576395,6.663566020041157e-16,4.442377346694105e-16,4.181190498416031,4.181190498415526,5.053735208093713e-13
3000,0.9996667777407536,0.9996667777407534,0.9996667777407531,5.552965494833492e-16,3.3317792969000947e-16,4.1828596703265015,4.182859670325706,7.958078640513122e-13
3010,0.9996678844237801,0.9996678844237799,0.9996678844237795,5.55295934741918e-16,3.331775608451508e-16,4.184523288502579,4.184523288501986,5.924150059399835e-13
3020,0.9996689837802055,0.9996689837802053,0.9996689837802052,3.331771944429733e-16,1.1105906481432445e-16,4.186181389778942,4.186181389778448,4.938272013532696e-13
3030,0.9996700758825473,0.9996700758825471,0.999670075882547,3.3317683045929203e-16,1.110589434864307e-16,4.187834010625031,4.1878340106244645,5.666578317686799e-13
3040,0.9996711608023681,0.9996711608023677,0.9996711608023676,4.44235291826987e-16,1.1105882295674676e-16,4.1894811871498545,4.1894811871497035,1.509903313490213e-13
3050,0.9996722386102921,0.9996722386102918,0.9996722386102918,3.331761096522642e-16,0.0,4.191122955106723,4.191122955106857,1.341149413747189e-13
3060,0.9996733093760213,0.999673309376021,0.999673309376021,3.3317575278211806e-16,0.0,4.192759349897906,4.192759349898005,9.947598300641403e-14
3070,0.9996743731683495,0.9996743731683492,0.9996743731683491,4.442338643158118e-16,1.1105846607895295e-16,4.194390406579215,4.194390406579623,4.076738946423575e-13
3080,0.9996754300551771,0.9996754300551768,0.9996754300551769,2.2211669732922774e-16,1.1105834866461387e-16,4.196016159864507,4.196016159864848,3.410605131648481e-13
3090,0.9996764801035267,0.9996764801035264,0.9996764801035264,3.3317469603071446e-16,0.0,4.197636644130121,4.197636644131216,1.0951239914902544e-12
3100,0.9996775233795554,0.9996775233795551,0.999677523379555,4.442324644338852e-16,1.110581161084713e-16,4.199251893419233,4.19925189341975,5.169198402654729e-13
3110,0.9996785599485699,0.9996785599485696,0.9996785599485696,3.331740028561603e-16,0.0,4.200861941446156,4.2008619414467825,6.261657858885883e-13
3120,0.9996795898750404,0.99967958987504,0.99967958987504,3.3317365960145325e-16,0.0,4.202466821600552,4.2024668216007735,2.2115642650533118e-13
3130,0.999680613222613,0.9996806132226127,0.9996806132226126,4.44231091386756e-16,1.11057772846689e-16,4.204066566951598,4.20406656695186,2.6201263381153694e-13
3140,0.9996816300541234,0.999681630054123,0.9996816300541229,4.442306395347283e-16,1.1105765988368207e-16,4.205661210252067,4.205661210251855,2.1227464230832993e-13
3150,0.9996826404316094,0.999682640431609,0.999682640431609,3.3317264291370175e-16,0.0,4.207250783942352,4.207250783942436,8.348877145181177e-14
3160,0.9996836444163242,0.9996836444163238,0.999683644416324,2.2211487220507088e-16,1.1105743610253544e-16,4.208835320154429,4.208835320154685,2.5579538487363607e-13
3170,0.9996846420687481,0.9996846420687477,0.9996846420687481,0.0,3.331719758125903e-16,4.21041485071575,4.2104148507163695,6.190603585309873e-13
3180,0.9996856334486012,0.9996856334486008,0.9996856334486011,1.11057215136246e-16,2.22114430272492e-16,4.211989407153086,4.211989407153305,2.184918912462308e-13
3190,0.9996866186148544,0.9996866186148541,0.9996866186148543,1.1105710569212773e-16,2.2211421138425545e-16,4.213559020696297,4.21355902069572,5.773159728050814e-13
3200,0.9996875976257421,0.9996875976257418,0.999687597625742,1.1105699693203518e-16,2.2211399386407037e-16,4.215123722282047,4.215123722281441,6.057376822354854e-13
3210,0.999688570538773,0.9996885705387727,0.9996885705387729,1.1105688884957564e-16,2.2211377769915127e-16,4.216683542557467,4.216683542557257,2.1049828546892968e-13
3220,0.9996895374107422,0.9996895374107418,0.999689537410742,2.2211356287687137e-16,1.1105678143843568e-16,4.218238511883757,4.218238511883919,1.616484723854228e-13
3230,0.9996904982977409,0.9996904982977406,0.9996904982977406,3.3317002407714066e-16,0.0,4.219788660339728,4.219788660340691,9.627854069549358e-13
3240,0.9996914532551685,0.9996914532551682,0.9996914532551682,3.33169705815753e-16,0.0,4.221334017725294,4.2213340177262575,9.636735853746359e-13
3250,0.9996924023377426,0.9996924023377423,0.9996924023377423,3.33169389512897e-16,0.0,4.222874613564917,4.222874613566,1.0826894936144527e-12
3260,0.9996933455995097,0.9996933455995094,0.9996933455995094,3.3316907515054924e-16,0.0,4.224410477110979,4.224410477112451,1.4717116414431075e-12
3270,0.9996942830938556,0.9996942830938552,0.9996942830938551,4.442250169478761e-16,1.1105625423696902e-16,4.22594163734712,4.225941637348478,1.3580248037214915e-12
3280,0.9996952148735145,0.9996952148735142,0.9996952148735142,3.3316845217638464e-16,0.0,4.227468122991526,4.227468122991831,3.0464519795714295e-13
3290,0.9996961409905809,0.9996961409905806,0.9996961409905804,5.552802392160168e-16,2.221120956864067e-16,4.228989962500154,4.228989962500145,8.881784197001252e-15
3300,0.9996970614965166,0.9996970614965163,0.9996970614965162,4.442237823378959e-16,1.1105594558447399e-16,4.230507184069912,4.230507184069119,7.931433287922118e-13
3310,0.9996979764421627,0.9996979764421624,0.9996979764421625,2.221116878872443e-16,1.1105584394362215e-16,4.232019815641803,4.232019815640251,1.552535877635819e-12
3320,0.9996988858777479,0.9996988858777476,0.9996988858777477,2.221114858301292e-16,1.110557429150646e-16,4.2335278849040066,4.23352788490265,1.3562484468820912e-12
3330,0.9996997898528972,0.9996997898528969,0.999699789852897,2.2211128498657037e-16,1.1105564249328519e-16,4.235031419294921,4.235031419293954,9.663381206337363e-13
3340,0.9997006884166417,0.9997006884166414,0.9997006884166417,0.0,3.3316662801850133e-16,4.236530446006158,4.236530446005781,3.774758283725532e-13
3350,0.9997015816174277,0.9997015816174274,0.9997015816174276,1.1105544344832537e-16,2.2211088689665074e-16,4.238024991985494,4.238024991985548,5.417888360170764e-14
3360,0.999702469503124,0.9997024695031237,0.999702469503124,0.0,3.331660344433171e-16,4.239515083939778,4.239515083939659,1.1901590823981678e-13
3370,0.9997033521210322,0.9997033521210319,0.9997033521210323,1.11055246765917e-16,4.44220987063668e-16,4.2410007483377905,4.241000748338046,2.5579538487363607e-13
3380,0.9997042295178941,0.9997042295178937,0.9997042295178941,0.0,3.3316544789269124e-16,4.242482011413075,4.242482011413721,6.465938895416912e-13
3390,0.9997051017398997,0.9997051017398993,0.9997051017398997,0.0,3.3316515721273505e-16,4.243958899166705,4.243958899167773,1.0684786388992507e-12
